evt_tx_hash,from,to,tokenid,value
0xf6e0c9aac4f68bb3c546f548d663d48e9c0559a4fe7e64cb056d055312340482,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,9,2290861
0xf6e0c9aac4f68bb3c546f548d663d48e9c0559a4fe7e64cb056d055312340482,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,10000000
0x64548e782935fbbea149db40b461c7b272a293713c0aa8b3a8044e52e33abc55,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x26c85228eb879ceff83e7e71aa1501fa7766f98e177a2752d9cbeb8233413b66,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,9,2135175
0x26c85228eb879ceff83e7e71aa1501fa7766f98e177a2752d9cbeb8233413b66,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,21,10675875
0x26c85228eb879ceff83e7e71aa1501fa7766f98e177a2752d9cbeb8233413b66,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,10000000
0xb1a2de650cb50cb696dd5735c6cf1ead90db43e622a8b28b515bf1b5e3b5263f,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,9,1823504
0xb1a2de650cb50cb696dd5735c6cf1ead90db43e622a8b28b515bf1b5e3b5263f,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,10000000
0x16219f4ed3170fc61d4c8e9da39037cd337f518da8b77a367bba47b3000b8aa6,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x7d1afdb6c373e130003f29a2c4d53c461965bdc54342d52a36bdd7d2caefa6f2,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,0x0000000000000000000000000000000000000000,9,8000000
0x7d1afdb6c373e130003f29a2c4d53c461965bdc54342d52a36bdd7d2caefa6f2,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,10000000
0x0134d0e87e8e3400e08eb3363f12542bbbfe9df2b4272594b96cb63211cf0979,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x2d8f89af8936aaa3d79bd19651aacda561f865b400e9aabca7e6445ae629cc56,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,19,2116866
0x2d8f89af8936aaa3d79bd19651aacda561f865b400e9aabca7e6445ae629cc56,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x4c9845c12c89ee68fc0b78345e0c1d964ddfa82b322b00b86e12a9acc248b746,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,23,2407227
0x4c9845c12c89ee68fc0b78345e0c1d964ddfa82b322b00b86e12a9acc248b746,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x69a7f2f6ffdb467758cad79af73567d126a823c62018fdbb631d939d9901d292,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,20,2161765
0x69a7f2f6ffdb467758cad79af73567d126a823c62018fdbb631d939d9901d292,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xe67e80d8b557a067ac257f56eaca2ef59cda1d18cc4279695176e283f62ff1a5,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,19,4288332
0xe67e80d8b557a067ac257f56eaca2ef59cda1d18cc4279695176e283f62ff1a5,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,21,10720830
0xe67e80d8b557a067ac257f56eaca2ef59cda1d18cc4279695176e283f62ff1a5,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0x6eeba4637e06fee0342a01356711eff1c51be45c2735c7d0062db550f59db0a0,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,9,2174421
0x8d12ad2474f184bbe834271195023d6c80dae4175050f30f23ee85b578be2ae8,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,19,2667718
0x8d12ad2474f184bbe834271195023d6c80dae4175050f30f23ee85b578be2ae8,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x2f0b92b36c0b6ea8fd87f63666ac24ebeca3e3d07a5b85b3f805cf01b0c2ce42,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x69df033e3360bdd682f02cae0e267f8e643e9f87fd6031cf546f859259dc4c5a,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,26,1911257
0x69df033e3360bdd682f02cae0e267f8e643e9f87fd6031cf546f859259dc4c5a,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x2a0d44c870496c71b33d5a529284761c16e31dfff7d09314d3441a222dcc5685,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0x460e91226211bdb3adefc358ace97e4d0961c513725557204f819d5b7dbc8a2f,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,13,2035874
0x460e91226211bdb3adefc358ace97e4d0961c513725557204f819d5b7dbc8a2f,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x1abc3b3bbb7399198d1a61eee5ee101495d7cce3952c4bf04e0ec3508ad1fc3b,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xae92b23e7b8753f0963b899b66f28623fc794a2804f9515b4f7f790fb0dcc33b,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,26,3854036
0xae92b23e7b8753f0963b899b66f28623fc794a2804f9515b4f7f790fb0dcc33b,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xa4d8f891cddcd4fd5b191f7f6841a37938f534611a99abeda648cceb0ccff01f,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xafbdef145972b6d0bfd604365c29ecc3b3287c0e4e4c663277412ce6ef44debd,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0xf0a98ee89e150d7ef9da54e97719b2c77bdac8856971a4e1973ef0dd2d16abae,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x38cf771ee0be82d9a5f537672545780e9da7972e4405509e620cf833a60db2bf,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xf27221f53e82ce730f2bbb58ec5747cb274962256b894d014fee09d758d4549e,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0x85aa478c7e6dbee5f47b976518d3c3d5f4492153611f0e27c692afe291497c35,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,20,1023985
0x85aa478c7e6dbee5f47b976518d3c3d5f4492153611f0e27c692afe291497c35,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xbf557411313386709ae902bc5eea87eb64bba71859cc32033f3fdeabc4b6ac1f,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,9,2214844
0xbf557411313386709ae902bc5eea87eb64bba71859cc32033f3fdeabc4b6ac1f,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0x0af410fea4a2ccda52f32f14eb40979135ec6cb7bdec099af1d93910970d688a,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0x883986f6367265ecd781c22f71a09d9810a4f35ae3066fbd5c9d5ce4ef8998d5,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,9,2055594
0x883986f6367265ecd781c22f71a09d9810a4f35ae3066fbd5c9d5ce4ef8998d5,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0x365a0460ad70239b4f6ff41c16febd00f3ef616ae82b07a0041bb1b6360d90fc,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,25000000
0xc6aefabce81a3712bec095eb7b4fbed1f8070830b37ad66328ec71f7db9d8d7e,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0x01f9b51e92bba2066ab815f7a22350cd6ff0ad2d82f2afdc0da9b390063b30cf,0x32a88f097056c773569abb6a3cf8d88228466e00,0x0000000000000000000000000000000000000000,9,8000000
0x01f9b51e92bba2066ab815f7a22350cd6ff0ad2d82f2afdc0da9b390063b30cf,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0xcc7dbabf466345271d47ba968d0dd942480a67f2977286041e9781c2671e2ef6,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,20000000
0xc5946bd416da03ea44c629a9efd4352cc31f66af4103e243249026234118e110,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0x03dfdb3a300a93ada788422f976120edae9dc2b2eab154fab539bf15ee75f369,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,40000000
0x1b1cf03c330bb002ddfa55fb2d376b60c4ce7c0239c4035f0b53e5fe5a773aea,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,40000000
0xc799f485e78506d84b247863ff7df6f9d83236c3a563a352d80c54c01cce7575,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0xbf6fc3052ea1880f8de3d92c0e1c305c2ccde4d383c86e1fc6200d903e60f27a,0x0000000000000000000000000000000000000000,0xa51fdc41d68dca3d7349c91db2ac2cead43faff9,32,20000000
0xcd22c80a1dabe449504b7d82d95838fadb710a6f857eb8300a557e0b8f30b56b,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,100000000
0x84946e370d10a236eff1b8fb13fe2db5fa06bc41b6ea246dcdef30f4a8e3b1ab,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,23,2183255
0x84946e370d10a236eff1b8fb13fe2db5fa06bc41b6ea246dcdef30f4a8e3b1ab,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x391cae93aaf69bd6782af9bbf917daf6482f88ae1396f3f5bc18698effa90709,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x1e08dbdf795a9d05de915dbad30b6fac0fccf0a231900c134db39a157388ab94,0x0000000000000000000000000000000000000000,0xa51fdc41d68dca3d7349c91db2ac2cead43faff9,9,2194725
0x1e08dbdf795a9d05de915dbad30b6fac0fccf0a231900c134db39a157388ab94,0x0000000000000000000000000000000000000000,0xa51fdc41d68dca3d7349c91db2ac2cead43faff9,32,10000000
0xd6938081b712032d805d9369fed83372676df13ab2ed11a4f7619c2b5e3a20bf,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,9,2326316
0xd6938081b712032d805d9369fed83372676df13ab2ed11a4f7619c2b5e3a20bf,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,10000000
0x9211aeab4fc4537895dbd4fdbe83032e21af97c47f0cd66c369e79fbf0f65f03,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0x190196d2c3da9285293dfe654169dad34186f10a68f7d801e45377e1d60441de,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0xe3b8de4eab39edad927c7141c2748e7ddceb4c6789f258df0a47ccbe1f12742c,0x22de809abc7257fac7e41a175a09fe0be68ae33c,0x0000000000000000000000000000000000000000,9,8000000
0x223600ba642f4dc6644e5eb4b0a02a6f67589ee4802be640b373fdd30bb00ff4,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,100000000
0x1b839bfeb716c358f367787e77b9912b9234c4e2b25b665919c790af5ebfe3d6,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,20000000
0x7cf68091cfd5ca00ee9e85a494532ea47c147f597c3ffcafa9694229f4b66280,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,19,2270967
0x7cf68091cfd5ca00ee9e85a494532ea47c147f597c3ffcafa9694229f4b66280,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,10000000
0xb1621b9c77d881ae013cf987cb03cf3bbcb77703b5e0c5444865b7917bf7caf9,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,20000000
0xc550af6853b66dfe3359e71b1b01cca04828f6e26b5069700f4dba5732522d57,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,20000000
0x3a5beb2b775e11a570f97c394a593f8b07bc30b0636b44b963faa01cb2c1bdff,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,9,2071029
0x3a5beb2b775e11a570f97c394a593f8b07bc30b0636b44b963faa01cb2c1bdff,0x0000000000000000000000000000000000000000,0x463def03f98b328a75051ee5ebe9a6235de4ac59,32,10000000
0x85adfb0153829b9a575c81862557159d0d0271a13cbe6d180be1e2c0d841ade4,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,100000000
0x96ddaf78020681238a8da834a80e9c4430a6eeb3961748f818f5340e0be2cda7,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,25000000
0x52b181adb9e2afb846e3549a356004788934e85211f98f9f0dbabe48adac3f3a,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,100000000
0xde2a11660fd2c6d2f32670576c07483b1774b1d2a5f0158d74764a6cd9ff6ccb,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,100000000
0xec1d2dacc291ee0ad0bb59eed25b149f3a9016573c276da10be21f7537422052,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,20000000
0x4411dadcd9d3aadf714ecee3abca0f1d3d5cd20ec69afdfecdaa63ec9df2e686,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,20000000
0x99056cf3b3bf6c956e81c00e282e83b1923df2799abe82050f9a10cbe5a9f0eb,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,20000000
0x3e8c452a65b4231361064a8eb0bc4509e9d9f25f3b8cc3b0260adb4dd1b72159,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,9,2368635
0x3e8c452a65b4231361064a8eb0bc4509e9d9f25f3b8cc3b0260adb4dd1b72159,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,10000000
0x885288cd5da464ed57e99406f110d3373a103c6417be585e506e9ba794fd7dba,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,21575000
0x885288cd5da464ed57e99406f110d3373a103c6417be585e506e9ba794fd7dba,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x790ff6dcc59892ff5d7a5480537d28970429f736706062875c85c7a934f49bca,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,2,4471982
0x790ff6dcc59892ff5d7a5480537d28970429f736706062875c85c7a934f49bca,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,25,11179955
0x790ff6dcc59892ff5d7a5480537d28970429f736706062875c85c7a934f49bca,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,10000000
0x25cb1b8c1ad25cf237e1f3f555d6174f8a738f7a0f2898bed44a53e01fab8fd3,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,100000000
0x25933351d2ed682e5cf4d544645d289ec2ac78c4b4aa1a8ed215461c3f773eb6,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,100000000
0x9ecb89e3e647c3864e704a29f42e04e86af835a8da230fdbfe07e57ea08cf1f6,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,100000000
0x75e481e9be5c55b4c2d33d033abd284de02988e75ad4e904ecb0b71a2bbb1d69,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,100000000
0x55d8a3c4a67e7e2cf87d3753735df8d509fd165c1b9d0abe2fc85fcff8b97c3f,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0xd29cd3be8d728f97e11e837ce603d3d7189f0fd0cf5a2f59537a00d427378e06,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,100000000
0x17fc185613db249e798e59980557429d72929297cebeb18e943e6250f739485a,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x7058686f2e37615f63f7883897ab728271214e56ad047f35669e3006ce9c0a44,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xfd48155acd67466e211f810cfcf273df1057dd40c83ca0931e0c3596ab5c8e56,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xa8e2e3ab9a4f1e268d6936899e67f89623656cce37eb3b8972fd279ff370fc35,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,100000000
0xb81e21d41151f290fbf698e382e9d390ed93ce253629ad57f0b1d21e8e7879b2,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,100000000
0x250e1b19056c637e1df51ba1258773ada000e352e91d3f8400a71f806587ea83,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,42275000
0x250e1b19056c637e1df51ba1258773ada000e352e91d3f8400a71f806587ea83,0x0000000000000000000000000000000000000000,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,32,10000000
0x9780c4ad543b7b543606be32f6345df0361a73f24564ae36d8fdad76903b8d92,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,19,2653216
0x9780c4ad543b7b543606be32f6345df0361a73f24564ae36d8fdad76903b8d92,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x863803c34e91f2e78acb3e231a3c4af87d676a09b99c01311aabfe7d54f73655,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0x0ea8e731b160a5ed0d16f7ffbbb170ad07001446e352e05287be62de2436f15f,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xfce878f3d00cb58330351589f37a9a688caea0a85f315a745b18c4196e565f79,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0x087e58006b8c6a37f07c8749a427d8325c478d76552d263731d100fced7ed341,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x0465be92ebbc602cf748ab344a8f02123ef25b80468a575b15330671d13c1d28,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0x0a6bce7974ec09d480f07c826cc3254fc9073d8884f7f936b4d307cf0f91050e,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0xd7074b72f815dad3406db00a2a6bbd07f831acf09d9bd8186d455742607fb0b8,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0xd00d6adbf434a3029b23f3487b8c5af03fbb384506c706b7bffbaba5db042c42,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,20000000
0xe3b8de4eab39edad927c7141c2748e7ddceb4c6789f258df0a47ccbe1f12742c,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,10000000
0x3773979f7924e67cae19a70dec44cb2d3609b4810fe09c880d4a4295a577a131,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0xabb07c9c0dfb5a0698966244e5a8c36cc91e06c61fef9ae33465cbb761d068c2,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x786ff5368aa253feaa384e2d7c0dd88fc26b45d5264aa65d4853014abe313fc2,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0x50de0dc79edd4df0a5bc7cba6137953f1ca6fe4067c89fd6e24217dc628287e0,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,9,2359219
0x50de0dc79edd4df0a5bc7cba6137953f1ca6fe4067c89fd6e24217dc628287e0,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0x36574fae032fbdebc47a4117882851a34a8663e9f10137214cf96f6f06a76a9d,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,20000000
0xa27c61e15750a4682a92c8a5704192432fcb4ef7ea5a87dbaf75de1572691203,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,20000000
0xc6ea660ad073df64bea0f2bab2041f7c0bbec980d5ac7633c8776f89b6483753,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,20000000
0xf2b993add01daadc14e13f6a87b3f232bc46f48cdbc12053b1e3093f9329e4f0,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,20000000
0xa0451b2910a55087f9eaba78e429fa32435e2d01e013ee02219d830b5f39b3a8,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,23,1926703
0xa0451b2910a55087f9eaba78e429fa32435e2d01e013ee02219d830b5f39b3a8,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x4d6d69562b2728bc18172c679ff55579fa418987ec032e9224308bb492acfd19,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,9,2435231
0x4d6d69562b2728bc18172c679ff55579fa418987ec032e9224308bb492acfd19,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,10000000
0x3f2c84e7d4369961991dcca4d3c8da76e2c37100b85a1cd2442edd8f16fbc050,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,2,2250267
0x3f2c84e7d4369961991dcca4d3c8da76e2c37100b85a1cd2442edd8f16fbc050,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,10000000
0x965c18da74cb01289119f750c65339764125193896305fe4d0bfc7ce42d0338c,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xc1aaf2a7f3cfd2e8b56a2c3cd7edb73d0beb486663237d2f72b66c471e9689ba,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0x4afc345ff70791d566937cf95d01473163ae2c38eb1e7a3581a5f4086b94d83d,0x0000000000000000000000000000000000000000,0x9e315e9701908501f6dc68a2af6e28a20c75d970,32,40000000
0xd9313557c6ac3b6603e2de746ce6110213ce178d76812b034cb31f5782d9fa0c,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,100000000
0x964c9cd1bfb94c59c0d78c967109c685a724f56b3288854b90cf687e1e67bc34,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,19,2295164
0x964c9cd1bfb94c59c0d78c967109c685a724f56b3288854b90cf687e1e67bc34,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,10000000
0xed2da8896a46416eff66e454337808c6e381edc4d916ef05283a777d653293a7,0x954149c9febade512b1b6c5645bc7aad04053a58,0x0000000000000000000000000000000000000000,19,8000000
0xed2da8896a46416eff66e454337808c6e381edc4d916ef05283a777d653293a7,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,10000000
0xc55d49045f59ba3039e566c73b72fda8cd2e87a862cf2f5c17d081274327720b,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,100000000
0xf774717a44f7cc7008f0506732c3f190da83f33b371c9c4e5bd0a88b0c232fa9,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0x067bd4e130ad2a735e577cfbad44c6c3c4c210f79a2e5f0c76119314b234a8d6,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0xde06dc091a2d2d8a68148009f142118b36c9e45d3c5469918929f692147a1938,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,9,2111502
0xde06dc091a2d2d8a68148009f142118b36c9e45d3c5469918929f692147a1938,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0xf56bb357e8ff627f8e1f0a69b6907f1b54a7b2660f1bab3882c898cf1c64b4b1,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0x2664ba546cba225cd9a35d760ffef4c55ba39f0cfe2345f96cd6fcd6cc0040ee,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,19,2577716
0x2664ba546cba225cd9a35d760ffef4c55ba39f0cfe2345f96cd6fcd6cc0040ee,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x22933f46a1f132173e03c5b67d5406bf392dccd156fe49fd9e532a69f7fba1da,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xcd4e3739ba72d9b6dfb605eb9589ff21befd72e71aec488ce108ef15c314d176,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,9,2558314
