blockchain,project,project_version,block_number,tx_hash,sub_tx_trade_id,nft_contract_address,nft_token_id,buyer,seller,price_raw,platform_fee_amount_raw,royalty_fee_amount_raw
ethereum,opensea,v4,16888316,0xdb4b4534714949ae70ec134efefefa6a484533ced2bab7827109c93cde9de2c6,1,0xb0ceae21d27efbd4569626f49e5316bf89e78c38,347,0x55360022eb99dc1f2fda1fcdbabbfb2f5382f0f2,0x91fa0e794d37d12c94d8a1f636566ad98d084ec5,1000000000000000,5000000000000,25000000000000
ethereum,opensea,v4,16888316,0xdb4b4534714949ae70ec134efefefa6a484533ced2bab7827109c93cde9de2c6,2,0xb0ceae21d27efbd4569626f49e5316bf89e78c38,413,0x55360022eb99dc1f2fda1fcdbabbfb2f5382f0f2,0x18c43569593a10c124fb738c00c33b75748b971e,2000000000000000,10000000000000,50000000000000
ethereum,opensea,v4,16888316,0xdb4b4534714949ae70ec134efefefa6a484533ced2bab7827109c93cde9de2c6,3,0xb0ceae21d27efbd4569626f49e5316bf89e78c38,537,0x55360022eb99dc1f2fda1fcdbabbfb2f5382f0f2,0x2c0bd965de00a507f4625ceb43c36adce38a9739,2500000000000000,12500000000000,62500000000000
ethereum,opensea,v4,16888387,0x469560b0766af11237275669d6e06d207ea0754edad8a57396ee6168a4a01f67,1,0x16039f39bfac528c81148f905ce1cc3d21318b0f,3492,0x571909d4c525d898814b40652a0643b8f0ad0302,0x44725f3c536fe700d5a501051f99abb4a220ceb6,3900000000000000,19500000000000,195000000000000
ethereum,opensea,v4,16888387,0x469560b0766af11237275669d6e06d207ea0754edad8a57396ee6168a4a01f67,2,0x16039f39bfac528c81148f905ce1cc3d21318b0f,3789,0x571909d4c525d898814b40652a0643b8f0ad0302,0x687a990c2e81de7bd148f255c083328172289a8e,3200000000000000,16000000000000,160000000000000
ethereum,opensea,v4,16888929,0x82691542b8a1ded1c293fb3cccaf0975cdef43e9add82c7ceb8c063cc2cd2602,1,0xea917326e8a95299c02655fe947962c43a11487f,3625,0x45c2188ec89cce1f0d08b41ffe6c7efb7e72479f,0x7dc6b875d1ebd51bb1871f826e286e9ad8a0371b,20000000000000000,,100000000000000
ethereum,opensea,v4,17139947,0x5ff5946bf1aa8a4ae88a38e73f0715d86f168f8f424af8ca3c7dd16b3caec031,1,0x1e196b7873b8456437309ba3fa748fa6f1602da8,18,0xfba662e1a8e91a350702cf3b87d0c2d2fb4ba57f,0xf0e16c071e2cd421974dcb76d9af4dedb578e059,2000000000000000,50000000000000,100000000000000
ethereum,opensea,v4,17139999,0x4e21e35b92f34efa169b5d7fd3b559d5ec593559e9bc2089f5dc8c697f694898,1,0xbd115428dde5827eca3203e58a19f2f93169a6d2,3,0x4d41232b0d963afb52cd0354da5819b259f133bd,0x1108f964b384f1dcda03658b24310ccbc48e226f,3333000000000000,83325000000000,
ethereum,opensea,v4,17140616,0xfcb380ca3ebabdce3d7d15dda782eb54c4857f777313cce7b9499db55fc55f8a,1,0xfdba198c9214ebec12e2ef857877b52aec463d99,24,0x1108f964b384f1dcda03658b24310ccbc48e226f,0x4d41232b0d963afb52cd0354da5819b259f133bd,3000000000000000,75000000000000,
ethereum,opensea,v4,17140654,0xe96bd02f7e8c8e195df4357ea135dd2aa4ca4233e2a665f875119fcba0f5a265,1,0xbd115428dde5827eca3203e58a19f2f93169a6d2,3,0x1108f964b384f1dcda03658b24310ccbc48e226f,0x4d41232b0d963afb52cd0354da5819b259f133bd,1200000000000000,30000000000000,
ethereum,opensea,v4,17140883,0xb2514d5067b1d12a636eac6cc9ad1659b9682263137fdce5f9d465695c08cf21,1,0x65cf197a0e3d851bc92fd9ea34d7582335cf5be8,21,0x4d41232b0d963afb52cd0354da5819b259f133bd,0x1108f964b384f1dcda03658b24310ccbc48e226f,2000000000000000,50000000000000,20000000000000
ethereum,opensea,v4,17140957,0x05bd45ee982cace6de04b51d299e34e88ebb9178d138fbd4d6bbbc11bc273c7d,1,0x399f0c34c0193674a29e290eef484da007ddef4e,18,0x1108f964b384f1dcda03658b24310ccbc48e226f,0x4d41232b0d963afb52cd0354da5819b259f133bd,3000000000000000,75000000000000,
ethereum,opensea,v4,19494173,0xc2ccf706eb6880e8f06e116458c9ea69dc27b02462cd8827201161cca0a1dd68,1,0x1e196b7873b8456437309ba3fa748fa6f1602da8,24,0xf0e16c071e2cd421974dcb76d9af4dedb578e059,0xfba662e1a8e91a350702cf3b87d0c2d2fb4ba57f,1000000000000000,25000000000000,53000000000000
polygon,opensea,v3,33414963,0xf7ddb9a8b972e56f9bffa223ba3c266387536e5cf7c6b6d20fea647ee409adbd,1,0xf021bf78b90f17a7b0dd2a071be5aaf5222c721b,1,0xdbecbe669c8d2e397d0f82570180934bb1834052,0x34df86fcb776811984a26ca0e21e8f5ab78efe3b,14000000000000000,350000000000000,
polygon,opensea,v3,33424200,0x1bf58b0eaef3e3ff158fd40b1258ca3375e46e86a4ba40b39aa4a285d296e6de,1,0x2b4a66557a79263275826ad31a4cddc2789334bd,76504,0x02c5e05886a9be0ebfd3cb9e19652c0723faea5b,0x8152fff80c08adda55b524d3c287275f1c9bd671,3000000000000000000,75000000000000000,300000000000000000
polygon,opensea,v3,33426349,0xc7beca9b987ae3beb12031f53343e3afb7f449a8b8b3e5b30e7086b566637e96,1,0xc7a096b4c6610ba3a836070333ff7922b9866a36,10000000012871,0xa1ac9882c1f2fa810eebad1adee4b71ee2454a19,0x9f21551c17007216e7ede249a0d0b56bafada70b,25000000000000000,625000000000000,
polygon,opensea,v3,33429469,0x9ce4b5e4765b1fd32af0a34296adf95ae522a30e9cbfc0db84d18c4af11e6af1,1,0xcbc964dd716f07b4965b4526e30541a66f414ccf,12001,0xdaa914dd16cbb6fefcce34dff7e9a88f8531744a,0x0790523ee7ee48010f19f8a6707555fd92c8eb39,74999900000000000,1874997500000000,3749995000000000
polygon,opensea,v3,38453137,0x849c0508b7b3dd8d61e4a0d29e9f8c700c958827bcae77a137cc3b3a196e34ad,1,0x48c75fbf0452fa8ff2928ddf46b0fe7629cca2ff,25,0xde88d43e523935ffb96124d6c3058f44561948ce,0xb8bf4cedfba620260a67b28c29ffeeca8ab35a1b,1520000000000000,38000000000000,152000000000000
polygon,opensea,v3,38455958,0x00b1879922558ee2d46bc37be568a852b793abd4336269aab3dcfce1c7aeb36d,1,0x5e40037d3c0b2afa1495582431f27a83d199a6d8,2242,0xf00d61e4a0484ad87ff5cfbd33aff1b4ea232814,0xaf4ac2f4c6787e81db915415eba3425b39fdf163,7350000000000000,183750000000000,551250000000000
polygon,opensea,v3,39485461,0xfe1d38ad787ada5179c8e00b7cf31195dfedaa985c75764001462ffff143d45c,1,0x87eaeac4fce71752442eafca3cb2c5fb979851a1,4805,0xa911c01502e8183a854edc0db9fae2bc27cf986e,0xbad152dde94f9475158c81eb3010f376085079bb,1500000000000000000,,150000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,1,0x667570ae3212dc0cf98b46ccf151011ff310949b,3499,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,2,0x667570ae3212dc0cf98b46ccf151011ff310949b,3917,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,3,0x667570ae3212dc0cf98b46ccf151011ff310949b,3813,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,4,0x667570ae3212dc0cf98b46ccf151011ff310949b,3829,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,5,0x667570ae3212dc0cf98b46ccf151011ff310949b,3655,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,6,0x667570ae3212dc0cf98b46ccf151011ff310949b,3785,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,7,0x667570ae3212dc0cf98b46ccf151011ff310949b,3626,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,8,0x667570ae3212dc0cf98b46ccf151011ff310949b,4185,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,9,0x667570ae3212dc0cf98b46ccf151011ff310949b,3777,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,10,0x667570ae3212dc0cf98b46ccf151011ff310949b,3814,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,11,0x667570ae3212dc0cf98b46ccf151011ff310949b,3699,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,12,0x667570ae3212dc0cf98b46ccf151011ff310949b,3877,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,13,0x667570ae3212dc0cf98b46ccf151011ff310949b,3977,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,14,0x667570ae3212dc0cf98b46ccf151011ff310949b,3443,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,15,0x667570ae3212dc0cf98b46ccf151011ff310949b,4210,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,16,0x667570ae3212dc0cf98b46ccf151011ff310949b,3896,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,17,0x667570ae3212dc0cf98b46ccf151011ff310949b,3444,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39597361,0xff3879843249432358bc2ea2d940709458b2d7bb7a03e76bde74e7e8847254c1,18,0x667570ae3212dc0cf98b46ccf151011ff310949b,4199,0x68704756a969bdea418b69db0c8bef9f5b9b0845,0x9f9fb9af3add5caf7f73816a0535083da89ec0ff,100000000000000000,,10000000000000000
polygon,opensea,v3,39687014,0xfffa729112ae8325e3dc0c1f8ed91220ae75c8747214f5c76ce9e14bbadb8da6,1,0x22d5f9b75c524fec1d6619787e582644cd4d7422,201,0xe16abd5205ad67a9369524f530d3acdb7dda6618,0xa04dee099b9d5ecf41e6f9b0ead429b62686acb5,158000000000000,,7900000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,1,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2805765,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,2,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2803727,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,3,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,6205272,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,4,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,6205410,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,5,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,203014,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,6,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2808615,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,7,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2811180,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,8,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2406306,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,9,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,7540,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,10,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2405987,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,11,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2811049,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,12,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2811130,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,13,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,202456,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,14,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2811126,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,15,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,6205122,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,16,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2406107,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,17,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,202224,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,18,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,202118,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,19,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2409862,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,20,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2409859,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,21,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,4008190,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,22,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,4008191,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,23,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2209294,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,24,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2405688,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,89000000000000000,,4450000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,25,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2009186,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,26,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2406568,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,27,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,2810587,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x5d8b274fb462080be1bfeb219a79b0570db3234e,90000000000000000,,4500000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,28,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,4012596,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x66434e59772b18b462bae3519685f378f84b42e0,87500000000000000,,4375000000000000
polygon,opensea,v4,40059143,0xffb0d4ac4161622dd8e6ce309ad81c6c45a8cfc24c237622fb47b3843708c8d1,29,0x622d8fea4603ba9edaf1084b407052d8b0a9bed7,4018821,0x324edf2adb60cfc3471c3931fe0e43eaef986349,0x66434e59772b18b462bae3519685f378f84b42e0,87500000000000000,,4375000000000000
polygon,opensea,v4,40430925,0x9675110993fa6c3c92bc9100ad681afb964c7989b0dea3b45975d5a7ef376031,1,0x3aa456d7b6b4bb6c13363c81e06240c1897da270,77041,0xbf90248aa584f0f3524ce9c0d29f0423f3c1f9d4,0x4eaadd50e0492f93a1b41f8a492af5aaa25fecc9,3000000000000000000,15000000000000000,
polygon,opensea,v4,40438617,0xab52e57e7210031569b9b7085fdad9c6d9377c9518b63dc0c052cd6f0de48db2,1,0x24a11e702cd90f034ea44faf1e180c0c654ac5d9,8432,0xb8e8f66088deb559116d0b9cc0d03cc53d8eda44,0x37b45293aaf561a2cdf9e260bf984b643dd3699a,419000000000000000,,41900000000000000
polygon,opensea,v4,40438636,0xc9d94c98c986356b2b8339691e39adf6c94ff7756ff14cf61eefd12e99a581c6,1,0x461aeb735b06295dbb85cd4f15578f0252b240cd,3960,0x4f960d763e2d153299f310432fd8e16f75cc9bca,0xe72f92bab38b9bb62714ffeb50d9aae18a21e1de,4126306955000000,20631534775000,206315347750000
polygon,opensea,v4,40438640,0x0a7c0dec6d8943ac37655716a34a0cc3c7a53fca37b252ff5a48f7055d6eb08b,1,0x99a558bdbde247c2b2716f0d4cfb0e246dfb697d,110,0x8662967884d317cafac40288cdc37bb1494570e1,0xc1aa696e7ee1a06f1c9a22c657e5e6586d3c4db5,4910000000000000,,122750000000000
polygon,opensea,v4,40439802,0x359c2cad36c7655aead7b6a82abb4b350f16c97d069da0b6caf8646f7a74ac97,1,0x3aa456d7b6b4bb6c13363c81e06240c1897da270,191032,0x9931ef91ea7ce55d584786044b7b47ffe66a9098,0xdb874494722b6ad8aa553b9049c0b490484c688d,1000000000000000000,5000000000000000,
polygon,opensea,v4,40439855,0xfbe1f276ff612a7a3918a2258d50d4326433a7ecf72f291f780ec5ef3dcbabf0,1,0x461aeb735b06295dbb85cd4f15578f0252b240cd,3688,0xb415f808d6821524a6ccd6afa92a59482d0e8955,0x045cc8b7c96d5c1825200891e0d07fba48ea5a34,3489432872000000,17447164360000,174471643600000
polygon,opensea,v4,40445227,0x67bf46fcf3605a1175ad22c794ca9e8d9d0e2b330e80444d24e6a468dbd6a462,1,0x57a9b65ceac6c5ee0cec8cd4571a7c3805b558d8,4,0xc1f1d9c9322cddd420390113248792cf37630180,0xd6c46293b04b39c6c4d5f418ca72d5962f1fedcb,70000000000000,350000000000,7000000000000
polygon,opensea,v4,40446249,0xf2eb09440a75b52c2ee092c7429a2802d5beed3c94109843e3b7966d0fd94b1d,1,0x8634666ba15ada4bbc83b9dbf285f73d9e46e4c2,30954,0x547f6b586bed31883e0641de018ffeb6f9ed4bb7,0x4eeddad4153517407d906e97c319efc155e0fc21,8700000000000000,,87000000000000
polygon,opensea,v4,40461406,0x4b548fd1d21f4135c49e4a98be9ee3b90a0c6dbab788352a3416aaf8e6dffdc2,1,0x9d305a42a3975ee4c1c57555bed5919889dce63f,6258,0x49658c334d2d2c43638797ca09ab60ddbcf6ec8c,0x86de2b6e55ddb8b3a6caaffb307fadb63cdcf4f9,690000000000000000,,3450000000000000
polygon,opensea,v4,40468286,0x1405f7b6652a62d948e565ebe1ad564b84c949bd2b688de6e26a6c5ab91a82d8,1,0xb581cc7a3211674d6484a11c8663b9011b600eee,0,0xeb428fa0ff5a3a097fabaff0709b932ffd0b0936,0x6cfb5f69c48f3211aecd4c6236842c35307cb111,14999999000000000,,749999950000000
polygon,opensea,v4,40468291,0xd2ab88bd1e5ed0adddf161de4b22e6194f956b444b20cd97fa653429f5b28d4a,1,0xc8d3a3a83bde5dad06d436694e3e22ac3e64d577,928194,0x406115a0b6aae5d052601ea91256dc5c4121e311,0xd0382d975a7ccf3206cfb42771417e1371b162a3,7500000000000000,37500000000000,375000000000000
polygon,opensea,v4,42575697,0x94cd09fb45ef8060035add64ddc7910f406d7555ac87e033e2cdc2e36c14911b,1,0xba6666b118f8303f990f3519df07e160227cce87,7,0x8b2e8c120e28068663cbfc2a245bea4ef797ecd5,0x77372cf0e82af8c0e0c1e6e19c9e9edad39fbb36,250000000000000000,6250000000000000,25000000000000000
polygon,opensea,v4,42575705,0x4ff0e6f91b45525945066dddc5629c5eb116ab52b025d755ea361c4ed0a3a97e,1,0x624e4fa6980afcf8ea27bfe08e2fb5979b64df1c,44845,0xad5ae1b5c8091c0aedb4abc73beed9eeaa3e97f4,0xe9fbe9cb3bad6f3faddc696ca555e60681c77737,1099000000000000000,27475000000000000,109900000000000000
polygon,opensea,v4,42575945,0xe16eb078461675a7de703b039321cb18c378464f8a81d3c8146b6356314d9adc,1,0xba6666b118f8303f990f3519df07e160227cce87,24,0xa23166921339b2ee682918a76b3194b302260932,0x3134db15d15dcf8ec926e9145bb1b889bc025631,7107000000000000000,177675000000000000,710700000000000000
